run_id,model_type,method,repetition,seed,constraint,sense,lhs,rhs,slack,violation
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_006,<=,5.0028847377198843e-17,0.2,0.19999999999999996,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_007,>=,1.7539883984205458e-16,0.0,1.7539883984205458e-16,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_007,<=,1.7539883984205458e-16,0.2,0.19999999999999984,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_008,>=,5.83215223752903e-17,0.0,5.83215223752903e-17,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_008,<=,5.83215223752903e-17,0.2,0.19999999999999996,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_009,>=,7.612210145171137e-19,0.0,7.612210145171137e-19,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_009,<=,7.612210145171137e-19,0.2,0.2,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_010,>=,7.025158990884566e-17,0.0,7.025158990884566e-17,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_010,<=,7.025158990884566e-17,0.2,0.19999999999999993,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_011,>=,1.4046689124442252e-16,0.0,1.4046689124442252e-16,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_011,<=,1.4046689124442252e-16,0.2,0.19999999999999987,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_012,>=,-3.303094158570673e-17,0.0,-3.303094158570673e-17,3.303094158570673e-17
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_012,<=,-3.303094158570673e-17,0.2,0.20000000000000004,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_013,>=,-6.535033930560544e-17,0.0,-6.535033930560544e-17,6.535033930560544e-17
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_013,<=,-6.535033930560544e-17,0.2,0.20000000000000007,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_014,>=,5.843096857365384e-17,0.0,5.843096857365384e-17,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_014,<=,5.843096857365384e-17,0.2,0.19999999999999996,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_015,>=,5.240995668566359e-17,0.0,5.240995668566359e-17,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_015,<=,5.240995668566359e-17,0.2,0.19999999999999996,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_016,>=,-4.047128023225794e-17,0.0,-4.047128023225794e-17,4.047128023225794e-17
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_016,<=,-4.047128023225794e-17,0.2,0.20000000000000004,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_017,>=,-5.911682947812117e-17,0.0,-5.911682947812117e-17,5.911682947812117e-17
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_017,<=,-5.911682947812117e-17,0.2,0.20000000000000007,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_018,>=,-9.340086603939754e-17,0.0,-9.340086603939754e-17,9.340086603939754e-17
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_018,<=,-9.340086603939754e-17,0.2,0.2000000000000001,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_019,>=,1.7267979395148286e-17,0.0,1.7267979395148286e-17,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_019,<=,1.7267979395148286e-17,0.2,0.19999999999999998,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_020,>=,-1.95019787778472e-16,0.0,-1.95019787778472e-16,1.95019787778472e-16
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_020,<=,-1.95019787778472e-16,0.2,0.2000000000000002,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_021,>=,-8.579321919107242e-19,0.0,-8.579321919107242e-19,8.579321919107242e-19
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_021,<=,-8.579321919107242e-19,0.2,0.2,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_022,>=,0.01600000000000011,0.0,0.01600000000000011,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_022,<=,0.01600000000000011,0.2,0.18399999999999989,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_023,>=,-2.3732039423203945e-17,0.0,-2.3732039423203945e-17,2.3732039423203945e-17
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_023,<=,-2.3732039423203945e-17,0.2,0.20000000000000004,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_024,>=,-3.7944509224651236e-17,0.0,-3.7944509224651236e-17,3.7944509224651236e-17
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_024,<=,-3.7944509224651236e-17,0.2,0.20000000000000004,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_025,>=,1.51627587991912e-16,0.0,1.51627587991912e-16,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_025,<=,1.51627587991912e-16,0.2,0.19999999999999987,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_026,>=,3.3761308782117995e-17,0.0,3.3761308782117995e-17,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_026,<=,3.3761308782117995e-17,0.2,0.19999999999999998,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_027,>=,-3.2472087152563773e-17,0.0,-3.2472087152563773e-17,3.2472087152563773e-17
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_027,<=,-3.2472087152563773e-17,0.2,0.20000000000000004,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_028,>=,-7.66159714779147e-17,0.0,-7.66159714779147e-17,7.66159714779147e-17
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_028,<=,-7.66159714779147e-17,0.2,0.2000000000000001,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_029,>=,-2.0218588309892035e-16,0.0,-2.0218588309892035e-16,2.0218588309892035e-16
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_029,<=,-2.0218588309892035e-16,0.2,0.2000000000000002,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_030,>=,-1.5081526014843435e-16,0.0,-1.5081526014843435e-16,1.5081526014843435e-16
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_030,<=,-1.5081526014843435e-16,0.2,0.20000000000000015,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_031,>=,7.360002513638361e-17,0.0,7.360002513638361e-17,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_031,<=,7.360002513638361e-17,0.2,0.19999999999999993,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_032,>=,-2.0790566365229465e-17,0.0,-2.0790566365229465e-17,2.0790566365229465e-17
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_032,<=,-2.0790566365229465e-17,0.2,0.20000000000000004,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_033,>=,3.574974966602529e-17,0.0,3.574974966602529e-17,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_033,<=,3.574974966602529e-17,0.2,0.19999999999999998,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_034,>=,-6.861872670299124e-17,0.0,-6.861872670299124e-17,6.861872670299124e-17
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_034,<=,-6.861872670299124e-17,0.2,0.20000000000000007,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_035,>=,4.6490994560375384e-17,0.0,4.6490994560375384e-17,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_035,<=,4.6490994560375384e-17,0.2,0.19999999999999996,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_036,>=,8.2132697330749e-17,0.0,8.2132697330749e-17,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_036,<=,8.2132697330749e-17,0.2,0.19999999999999993,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_037,>=,3.405390282021547e-17,0.0,3.405390282021547e-17,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_037,<=,3.405390282021547e-17,0.2,0.19999999999999998,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_038,>=,-2.364437011511434e-17,0.0,-2.364437011511434e-17,2.364437011511434e-17
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_038,<=,-2.364437011511434e-17,0.2,0.20000000000000004,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_039,>=,-5.736759327703795e-17,0.0,-5.736759327703795e-17,5.736759327703795e-17
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_039,<=,-5.736759327703795e-17,0.2,0.20000000000000007,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_040,>=,-1.3256131046375438e-17,0.0,-1.3256131046375438e-17,1.3256131046375438e-17
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_040,<=,-1.3256131046375438e-17,0.2,0.2,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_041,>=,-1.4808473194496567e-17,0.0,-1.4808473194496567e-17,1.4808473194496567e-17
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_041,<=,-1.4808473194496567e-17,0.2,0.20000000000000004,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_042,>=,4.502614453491281e-17,0.0,4.502614453491281e-17,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_042,<=,4.502614453491281e-17,0.2,0.19999999999999996,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_043,>=,0.006691010568966972,0.0,0.006691010568966972,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_043,<=,0.006691010568966972,0.2,0.19330898943103303,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_044,>=,6.935388086406525e-17,0.0,6.935388086406525e-17,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_044,<=,6.935388086406525e-17,0.2,0.19999999999999996,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_045,>=,-6.537972220421e-17,0.0,-6.537972220421e-17,6.537972220421e-17
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_045,<=,-6.537972220421e-17,0.2,0.20000000000000007,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_046,>=,0.11191353554712097,0.0,0.11191353554712097,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_046,<=,0.11191353554712097,0.2,0.08808646445287904,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_047,>=,-6.259701954852251e-16,0.0,-6.259701954852251e-16,6.259701954852251e-16
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_047,<=,-6.259701954852251e-16,0.2,0.20000000000000065,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_048,>=,-5.016385473554578e-17,0.0,-5.016385473554578e-17,5.016385473554578e-17
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_048,<=,-5.016385473554578e-17,0.2,0.20000000000000007,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_049,>=,3.3583131885943915e-17,0.0,3.3583131885943915e-17,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_049,<=,3.3583131885943915e-17,0.2,0.19999999999999998,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_050,>=,4.862371689185763e-18,0.0,4.862371689185763e-18,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_050,<=,4.862371689185763e-18,0.2,0.2,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_051,>=,-4.7525317798491326e-17,0.0,-4.7525317798491326e-17,4.7525317798491326e-17
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_051,<=,-4.7525317798491326e-17,0.2,0.20000000000000007,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_052,>=,-2.4372020323910413e-17,0.0,-2.4372020323910413e-17,2.4372020323910413e-17
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_052,<=,-2.4372020323910413e-17,0.2,0.20000000000000004,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_053,>=,-1.0828491895572468e-16,0.0,-1.0828491895572468e-16,1.0828491895572468e-16
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_053,<=,-1.0828491895572468e-16,0.2,0.20000000000000012,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_054,>=,6.44243266754161e-17,0.0,6.44243266754161e-17,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_054,<=,6.44243266754161e-17,0.2,0.19999999999999996,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_055,>=,-1.3591036004155518e-16,0.0,-1.3591036004155518e-16,1.3591036004155518e-16
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_055,<=,-1.3591036004155518e-16,0.2,0.20000000000000015,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_056,>=,0.08247508880393277,0.0,0.08247508880393277,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_056,<=,0.08247508880393277,0.2,0.11752491119606724,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_057,>=,6.172456899531991e-17,0.0,6.172456899531991e-17,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_057,<=,6.172456899531991e-17,0.2,0.19999999999999996,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_058,>=,-1.6596744488684972e-16,0.0,-1.6596744488684972e-16,1.6596744488684972e-16
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_058,<=,-1.6596744488684972e-16,0.2,0.20000000000000018,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_059,>=,1.1265343937412995e-16,0.0,1.1265343937412995e-16,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_059,<=,1.1265343937412995e-16,0.2,0.1999999999999999,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_060,>=,5.007970609806085e-17,0.0,5.007970609806085e-17,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_060,<=,5.007970609806085e-17,0.2,0.19999999999999996,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_061,>=,1.2453483625804166e-17,0.0,1.2453483625804166e-17,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_061,<=,1.2453483625804166e-17,0.2,0.2,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_062,>=,-2.2012541997949837e-16,0.0,-2.2012541997949837e-16,2.2012541997949837e-16
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_062,<=,-2.2012541997949837e-16,0.2,0.20000000000000023,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_063,>=,-1.3536546762258065e-16,0.0,-1.3536546762258065e-16,1.3536546762258065e-16
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_063,<=,-1.3536546762258065e-16,0.2,0.20000000000000015,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_064,>=,-2.163963316771154e-17,0.0,-2.163963316771154e-17,2.163963316771154e-17
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_064,<=,-2.163963316771154e-17,0.2,0.20000000000000004,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_065,>=,3.1509373188281776e-17,0.0,3.1509373188281776e-17,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_065,<=,3.1509373188281776e-17,0.2,0.19999999999999998,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_066,>=,-2.977761718449874e-17,0.0,-2.977761718449874e-17,2.977761718449874e-17
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_066,<=,-2.977761718449874e-17,0.2,0.20000000000000004,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_067,>=,9.474557609444478e-17,0.0,9.474557609444478e-17,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_067,<=,9.474557609444478e-17,0.2,0.19999999999999993,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_068,>=,-7.589936451374365e-17,0.0,-7.589936451374365e-17,7.589936451374365e-17
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_068,<=,-7.589936451374365e-17,0.2,0.2000000000000001,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_069,>=,4.3017856719957794e-17,0.0,4.3017856719957794e-17,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_069,<=,4.3017856719957794e-17,0.2,0.19999999999999996,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_070,>=,-5.022686052894514e-18,0.0,-5.022686052894514e-18,5.022686052894514e-18
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_070,<=,-5.022686052894514e-18,0.2,0.2,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_071,>=,3.628889317359468e-18,0.0,3.628889317359468e-18,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_071,<=,3.628889317359468e-18,0.2,0.2,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_072,>=,0.020000000000000892,0.0,0.020000000000000892,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_072,<=,0.020000000000000892,0.2,0.1799999999999991,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_073,>=,3.858962144742781e-17,0.0,3.858962144742781e-17,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_073,<=,3.858962144742781e-17,0.2,0.19999999999999998,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_074,>=,4.126570452957811e-17,0.0,4.126570452957811e-17,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_074,<=,4.126570452957811e-17,0.2,0.19999999999999998,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_075,>=,-2.1776778951247397e-16,0.0,-2.1776778951247397e-16,2.1776778951247397e-16
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_075,<=,-2.1776778951247397e-16,0.2,0.20000000000000023,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_076,>=,-1.3751902583435315e-16,0.0,-1.3751902583435315e-16,1.3751902583435315e-16
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_076,<=,-1.3751902583435315e-16,0.2,0.20000000000000015,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_077,>=,-1.8703231335048675e-16,0.0,-1.8703231335048675e-16,1.8703231335048675e-16
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_077,<=,-1.8703231335048675e-16,0.2,0.2000000000000002,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_078,>=,-5.260059719401554e-17,0.0,-5.260059719401554e-17,5.260059719401554e-17
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_078,<=,-5.260059719401554e-17,0.2,0.20000000000000007,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_079,>=,-9.239731779833906e-18,0.0,-9.239731779833906e-18,9.239731779833906e-18
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_079,<=,-9.239731779833906e-18,0.2,0.2,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_080,>=,1.632851423916963e-16,0.0,1.632851423916963e-16,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_080,<=,1.632851423916963e-16,0.2,0.19999999999999984,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_081,>=,-3.0895503002355623e-16,0.0,-3.0895503002355623e-16,3.0895503002355623e-16
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_upper:Asset_081,<=,-3.0895503002355623e-16,0.2,0.20000000000000032,0.0
continuous__scipy_slsqp__rep000__seednone,continuous,scipy_slsqp,0,,asset_lower:Asset_082,>=,-5.54596993652888e-17,0.0,-5.54596993652888e-17,5.54596993652888e-17
